MF;abpcode;scientificName;taxonRank;scientificName_GBIF;kingdom;phylum;class;order;family;genus;specificEpithet;infraspecificEpithet;scientificNameAuthorship;establishmentMeans;Ind.NonInd;trophic
1356;NA;Arthrolips sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Arthrolips;sp.;NA;NA;I;NonInd;S
1357;NA;Arthrolips sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Arthrolips;sp.;NA;NA;I;NonInd;S
1358;A00262;Stegobium paniceum (Linnaeus, 1758);species;Stegobium paniceum (Linnaeus, 1758);Animalia;Arthropoda;Insecta;Coleoptera;Ptinidae;Stegobium;paniceum;NA;(Linnaeus, 1758);I;NonInd;H
1359;A02545;Oenopia doublieri (Mulsant, 1846);species;Oenopia doublieri (Mulsant, 1846);Animalia;Arthropoda;Insecta;Coleoptera;Coccinellidae;Oenopia;doublieri;NA;(Mulsant, 1846);I;NonInd;P
1360;NA;Macaroeris sp.;genus;NA;Animalia;Arthropoda;Arachnida;Araneae;Salticidae;Macaroeris;sp.;NA;NA;I;NonInd;P
1361;A00139;Phidippus audax (Hentz, 1845);species;Phidippus audax (Hentz, 1845);Animalia;Arthropoda;Arachnida;Araneae;Salticidae;Phidippus;audax;NA;(Hentz, 1845);I;NonInd;P
1362;A01133;Ctenolepisma longicaudata Escherich, 1905;species;Ctenolepisma longicaudatum Escherich, 1905;Animalia;Arthropoda;Insecta;Zygentoma;Lepismatidae;Ctenolepisma;longicaudata;NA;Escherich, 1905;I;NonInd;S
1363;A01162;Platycleis sabulosa Azam, 1901;species;Platycleis sabulosa Azam, 1901;Animalia;Arthropoda;Insecta;Orthoptera;Tettigoniidae;Platycleis;sabulosa;NA;Azam, 1901;N;Ind;H
1364;A01148;Oedipoda caerulescens (Linnaeus, 1758);species;Oedipoda caerulescens (Linnaeus, 1758);Animalia;Arthropoda;Insecta;Orthoptera;Acrididae;Oedipoda;caerulescens;NA;(Linnaeus, 1758);N;Ind;H
1365;A01156;Nemobius sylvestris (Bosc, 1792);species;Nemobius sylvestris (Bosc, 1792);Animalia;Arthropoda;Insecta;Orthoptera;Trigonidiidae;Nemobius;sylvestris;NA;(Bosc, 1792);I;NonInd;S
1366;A00746;Trigonidium cicindeloides Rambur, 1838;species;Trigonidium cicindeloides Rambur, 1838;Animalia;Arthropoda;Insecta;Orthoptera;Trigonidiidae;Trigonidium;cicindeloides;NA;Rambur, 1838;I;NonInd;S
1367;A00663;Scotophaeus blackwalli (Thorell, 1871);species;Scotophaeus blackwalli (Thorell, 1871);Animalia;Arthropoda;Arachnida;Araneae;Gnaphosidae;Scotophaeus;blackwalli;NA;(Thorell, 1871);I;NonInd;P
1368;A02497;Paidiscura orotavensis (Schmidt, 1968);species;Paidiscura orotavensis (Schmidt, 1968);Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Paidiscura;orotavensis;NA;(Schmidt, 1968);N;Ind;P
1369;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1370;NA;Araneae sp.;order;NA;Animalia;Arthropoda;Arachnida;Araneae;NA;Gen.;sp.;NA;NA;I;NonInd;P
1371;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1372;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1373;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1374;NA;Miridae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Miridae;Gen.;sp.;NA;NA;I;NonInd;H
1375;NA;Coccinellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Coccinellidae;Gen.;sp.;NA;NA;I;NonInd;P
1376;NA;Derelomus piriformis (Hoffmann, 1938);species;Neoderelomus piriformis (Hoffmann, 1938);Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Derelomus;piriformis;NA;(Hoffmann, 1938);I;NonInd;H
1377;NA;Latridiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Latridiidae;Gen.;sp.;NA;NA;I;NonInd;S
1378;NA;Phalacridae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Phalacridae;Gen.;sp.;NA;NA;I;NonInd;S
1380;NA;Cryptophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1381;A02471;Cicadella viridis (Linnaeus, 1758);species;Cicadella viridis (Linnaeus, 1758);Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Cicadella;viridis;NA;(Linnaeus, 1758);I;NonInd;H
1382;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1386;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1387;NA;Nitidulidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Gen.;sp.;NA;NA;I;NonInd;H
1388;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;I;NonInd;S
1389;NA;Latridiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Latridiidae;Gen.;sp.;NA;NA;I;NonInd;S
1390;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;I;NonInd;S
1391;NA;Cryptophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1392;NA;Cryptophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1393;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1394;NA;Ptinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Ptinidae;Gen.;sp.;NA;NA;I;NonInd;H
1395;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1397;NA;Laemophloeidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Laemophloeidae;Gen.;sp.;NA;NA;I;NonInd;P
1399;NA;Nitidulidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Gen.;sp.;NA;NA;I;NonInd;H
1400;NA;Nitidulidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Gen.;sp.;NA;NA;I;NonInd;H
1401;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;I;NonInd;S
1402;NA;Linyphiidae sp.;family;NA;Animalia;Arthropoda;Arachnida;Araneae;Linyphiidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1403;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1404;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1405;NA;Ero sp.;genus;NA;Animalia;Arthropoda;Arachnida;Araneae;Mimetidae;Ero;sp.;NA;NA;I;NonInd;P
1407;A00441;Psapharochrus jaspideus (Germar, 1824);species;Psapharochrus jaspideus (Germar, 1824);Animalia;Arthropoda;Insecta;Coleoptera;Cerambycidae;Psapharochrus;jaspideus;NA;(Germar, 1824);I;NonInd;H
1408;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1409;NA;Latridiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Latridiidae;Gen.;sp.;NA;NA;I;NonInd;S
1410;A00546;Drouetius azoricus azoricus (Drouet, 1859);subspecies;Drouetius azoricus azoricus;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Drouetius;azoricus;azoricus;(Drouet, 1859);E;Ind;H
1412;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;S
1413;NA;Latridiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Latridiidae;Gen.;sp.;NA;NA;I;NonInd;S
1414;NA;Mycetophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Mycetophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1415;NA;Catops sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Leiodidae;Catops;sp.;NA;NA;Indeterminate;Indeterminate;S
1416;A02508;Cathormiocerus discors Desbrochers des Loges, 1875;species;Cathormiocerus discors Desbrochers des Loges, 1875;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Cathormiocerus;discors;NA;Desbrochers des Loges, 1875;N;Ind;H
1417;NA;Cryptophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1418;NA;Atheta sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Atheta;sp.;NA;NA;I;NonInd;P
1421;A00206;Oligota pusillima (Gravenhorst, 1806);species;Oligota pusillima (Gravenhorst, 1806);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Oligota;pusillima;NA;(Gravenhorst, 1806);Indeterminate;Indeterminate;P
1422;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1427;NA;Ero sp.;genus;NA;Animalia;Arthropoda;Arachnida;Araneae;Mimetidae;Ero;sp.;NA;NA;I;NonInd;P
1428;NA;Phalacridae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Phalacridae;Gen.;sp.;NA;NA;I;NonInd;S
1429;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1433;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1434;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1435;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1436;NA;Nitidulidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Gen.;sp.;NA;NA;I;NonInd;S
1437;NA;Talitridae sp.;family;NA;Animalia;Arthropoda;Malacostraca;Amphipoda;Talitridae;Gen.;sp.;NA;NA;I;NonInd;S
1438;NA;Latridiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Latridiidae;Gen.;sp.;NA;NA;I;NonInd;S
1439;NA;Tegenaria. sp.;genus;NA;Animalia;Arthropoda;Arachnida;Araneae;Agelenidae;Tegenaria.;sp.;NA;NA;I;NonInd;P
1440;NA;Psyllidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Psyllidae;Gen.;sp.;NA;NA;I;NonInd;H
1441;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1443;NA;Lygaeidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Lygaeidae;Gen.;sp.;NA;NA;I;NonInd;H
1444;NA;Delphacidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Delphacidae;Gen.;sp.;NA;NA;I;NonInd;H
1445;NA;Delphacidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Delphacidae;Gen.;sp.;NA;NA;I;NonInd;H
1446;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1447;NA;Phalacridae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Phalacridae;Gen.;sp.;NA;NA;I;NonInd;S
1448;NA;Cryptophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1451;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1453;NA;Coccinellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Coccinellidae;Gen.;sp.;NA;NA;I;NonInd;P
1454;NA;Carabidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Gen.;sp.;NA;NA;I;NonInd;P
1455;NA;Cerambycidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cerambycidae;Gen.;sp.;NA;NA;I;NonInd;H
1456;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1457;NA;Throscidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Throscidae;Gen.;sp.;NA;NA;I;NonInd;H
1458;NA;Nitidulidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Gen.;sp.;NA;NA;I;NonInd;S
1461;A02214;Bombus ruderatus (Fabricius, 1775);species;Bombus ruderatus (Fabricius, 1775);Animalia;Arthropoda;Insecta;Hymenoptera;Apidae;Bombus;ruderatus;NA;(Fabricius, 1775);N;Ind;H
1462;NA;Gryllidae sp.;family;NA;Animalia;Arthropoda;Insecta;Orthoptera;Gryllidae;Gen.;sp.;NA;NA;I;NonInd;H
1467;NA;Phalacridae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Phalacridae;Gen.;sp.;NA;NA;I;NonInd;S
1468;NA;Cryptophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1469;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1471;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1474;NA;Latridiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Latridiidae;Gen.;sp.;NA;NA;I;NonInd;S
1475;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1476;A02570;Hypurus bertrandi (Perris, 1852);species;Hypurus bertrandi (Perris, 1852);Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Hypurus;bertrandi;NA;(Perris, 1852);I;NonInd;H
1477;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1478;NA;Scarabaeidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Gen.;sp.;NA;NA;I;NonInd;S
1479;NA;Hydrophilidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Gen.;sp.;NA;NA;I;NonInd;S
1480;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1481;A00116;Pseudomedon obscurellus (Erichson, 1840);species;Pseudomedon obscurellus (Erichson, 1840);Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Pseudomedon;obscurellus;NA;(Erichson, 1840);Indeterminate;Indeterminate;P
1483;A02556;Phloeopora corticalis corticalis (Gravenhorst, 1802);subspecies;Phloeopora corticalis corticalis;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Phloeopora;corticalis;corticalis;(Gravenhorst, 1802);Indeterminate;Indeterminate;P
1487;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1488;NA;Hydrophilidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Hydrophilidae;Gen.;sp.;NA;NA;I;NonInd;S
1490;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1491;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1497;NA;Acrotona sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Acrotona;sp.;NA;NA;I;NonInd;P
1503;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1505;A01395;Ploiaria domestica Scopoli, 1786;species;Ploiaria domestica Scopoli, 1786;Animalia;Arthropoda;Insecta;Hemiptera;Reduviidae;Ploiaria;domestica;NA;Scopoli, 1786;N;Ind;P
1506;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1507;NA;Carabidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Gen.;sp.;NA;NA;I;NonInd;P
1508;NA;Nitidulidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Gen.;sp.;NA;NA;I;NonInd;S
1509;A02579;Thecturota tenuissima Casey, 1893;species;Thecturota tenuissima Casey, 1893;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Thecturota;tenuissima;NA;Casey, 1893;Indeterminate;Indeterminate;P
1510;NA;Scarabaeidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Gen.;sp.;NA;NA;I;NonInd;S
1511;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;I;NonInd;NA
1512;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;I;NonInd;NA
1513;NA;Coleoptera sp.;order;NA;Animalia;Arthropoda;Insecta;Coleoptera;NA;Gen.;sp.;NA;NA;I;NonInd;NA
1514;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1515;NA;Ptinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Ptinidae;Gen.;sp.;NA;NA;I;NonInd;H
1517;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1518;NA;Scarabaeidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Gen.;sp.;NA;NA;I;NonInd;S
1519;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1521;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;S
1522;A02572;Lagria hirta (Linnaeus, 1758);species;Lagria hirta (Linnaeus, 1758);Animalia;Arthropoda;Insecta;Coleoptera;Tenebrionidae;Lagria;hirta;NA;(Linnaeus, 1758);I;NonInd;H
1523;NA;Chrysomelidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Chrysomelidae;Gen.;sp.;NA;NA;I;NonInd;H
1525;NA;Elateridae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Elateridae;Gen.;sp.;NA;NA;I;NonInd;S
1526;NA;Mycetophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Mycetophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1529;NA;Cryptophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1530;NA;Ptinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Ptinidae;Gen.;sp.;NA;NA;I;NonInd;H
1531;NA;Ptinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Ptinidae;Gen.;sp.;NA;NA;I;NonInd;H
1532;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1533;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1534;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1535;NA;Lygaeidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Lygaeidae;Gen.;sp.;NA;NA;I;NonInd;H
1536;NA;Carabidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Gen.;sp.;NA;NA;I;NonInd;P
1539;NA;Elateridae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Elateridae;Gen.;sp.;NA;NA;I;NonInd;S
1540;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1541;NA;Coccinellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Coccinellidae;Gen.;sp.;NA;NA;I;NonInd;P
1542;A00508;Brachytemnus porcatus (Germar, 1824);species;Brachytemnus porcatus (E.F.Germar, 1823);Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Brachytemnus;porcatus;NA;(Germar, 1824);I;NonInd;H
1544;NA;Ptinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Ptinidae;Gen.;sp.;NA;NA;I;NonInd;H
1545;NA;Latridiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Latridiidae;Gen.;sp.;NA;NA;I;NonInd;S
1546;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1547;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1548;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1549;NA;Cryptophagidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Cryptophagidae;Gen.;sp.;NA;NA;I;NonInd;S
1552;NA;Theridion sp.;genus;NA;Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;Theridion;sp.;NA;NA;I;NonInd;P
1553;NA;Scarabaeidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Scarabaeidae;Gen.;sp.;NA;NA;I;NonInd;S
1554;NA;Nitidulidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Gen.;sp.;NA;NA;I;NonInd;S
1555;NA;Dermaptera sp.;order;NA;Animalia;Arthropoda;Insecta;Dermaptera;NA;Gen.;sp.;NA;NA;I;NonInd;P
1556;NA;Geostiba sp.;genus;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Geostiba;sp.;NA;NA;I;NonInd;P
1559;NA;Latridiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Latridiidae;Gen.;sp.;NA;NA;I;NonInd;S
1563;NA;Corylophidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Corylophidae;Gen.;sp.;NA;NA;I;NonInd;P
1565;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1566;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1567;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
1568;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1569;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1570;NA;Staphylinidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Gen.;sp.;NA;NA;Indeterminate;Indeterminate;P
1571;NA;Empoasca sp.;genus;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Empoasca;sp.;NA;NA;I;NonInd;H
1572;NA;Cicadellidae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Gen.;sp.;NA;NA;I;NonInd;H
1573;NA;Anthocoridae sp.;family;NA;Animalia;Arthropoda;Insecta;Hemiptera;Anthocoridae;Gen.;sp.;NA;NA;I;NonInd;P
1574;NA;Empoasca sp.;genus;NA;Animalia;Arthropoda;Insecta;Hemiptera;Cicadellidae;Empoasca;sp.;NA;NA;I;NonInd;H
1575;NA;Hemerobiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Neuroptera;Hemerobiidae;Gen.;sp.;NA;NA;I;NonInd;P
1576;NA;Hemerobiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Neuroptera;Hemerobiidae;Gen.;sp.;NA;NA;I;NonInd;P
1577;NA;Hemerobiidae sp.;family;NA;Animalia;Arthropoda;Insecta;Neuroptera;Hemerobiidae;Gen.;sp.;NA;NA;I;NonInd;P
1578;NA;Lithobius sp.;genus;NA;Animalia;Arthropoda;Chilopoda;Lithobiomorpha;Lithobiidae;Lithobius;sp.;NA;NA;I;NonInd;P
1579;A02563;Ischnopterapion virens (Herbst, 1797);species;Ischnopterapion virens (Herbst, 1797);Animalia;Arthropoda;Insecta;Coleoptera;Apionidae;Ischnopterapion;virens;NA;(Herbst, 1797);I;NonInd;H
1581;NA;Nitidulidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Nitidulidae;Gen.;sp.;NA;NA;I;NonInd;S
1582;NA;Elateridae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Elateridae;Gen.;sp.;NA;NA;I;NonInd;S
1583;NA;Curculionidae sp.;family;NA;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Gen.;sp.;NA;NA;I;NonInd;H
1587;A02569;Hadroplontus trimaculatus (Fabricius, 1775);species;Hadroplontus trimaculatus (J.C.Fabricius, 1775);Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Hadroplontus;trimaculatus;NA;(Fabricius, 1775);I;NonInd;H
1588;NA;Psocodea sp.;order;NA;Animalia;Arthropoda;Insecta;Psocodea;NA;Gen.;sp.;NA;NA;I;NonInd;S
